datetime,Ne3_flux_twr_LE,Ne2_ref_ET
1/1/11,13.02916667,21.2962963
1/2/11,11.0875,21.2962963
1/3/11,8.143478261,18.63425926
1/4/11,11.3125,15.97222222
1/5/11,11.46666667,18.63425926
1/6/11,13.02916667,18.63425926
1/7/11,18.49166667,18.63425926
1/8/11,12.445,13.31018519
1/9/11,3.764705882,18.63425926
1/10/11,3.51,10.64814815
1/11/11,2.895833333,7.986111111
1/12/11,-2.477272727,15.97222222
1/13/11,1.95,15.97222222
1/14/11,3.879166667,13.31018519
1/15/11,7.75,10.64814815
1/16/11,8.158333333,13.31018519
1/17/11,15.8,18.63425926
1/18/11,12.10869565,13.31018519
1/19/11,4.1,10.64814815
1/20/11,1.041176471,13.31018519
1/21/11,2.643478261,13.31018519
1/22/11,3.930769231,18.63425926
1/23/11,2.545454545,7.986111111
1/24/11,5.886666667,23.9583344
1/25/11,-3.94375,15.97222222
1/26/11,-0.447058824,13.31018519
1/27/11,1.233333333,21.2962963
1/28/11,2.676923077,21.2962963
1/29/11,17.275,18.63425926
1/30/11,8.338888889,13.31018519
1/31/11,36.86666667,15.97222222
2/1/11,0.318181818,10.64814815
2/2/11,7.691666667,13.31018519
2/3/11,7.045833333,15.97222222
2/4/11,3.365217391,18.63425926
2/5/11,12.51875,18.63425926
2/6/11,18.22631579,15.97222222
2/7/11,12.70416667,10.64814815
2/8/11,8.533333333,10.64814815
2/9/11,6.395833333,15.97222222
2/10/11,6.058333333,21.2962963
2/11/11,2.408695652,26.62037037
2/12/11,1.375,26.62037037
2/13/11,3.183333333,39.93055556
2/14/11,8.854166667,58.56481481
2/15/11,36.11666667,58.56481481
2/16/11,37.96666667,61.22685185
2/17/11,74.21176471,85.18518519
2/18/11,32.6375,63.88888889
2/19/11,56.98333333,63.88888889
2/20/11,37.70833333,42.59259259
2/21/11,40.64166667,29.28240741
2/22/11,23.86666667,29.28240741
2/23/11,17.56086957,37.26851852
2/24/11,19.835,29.28240741
2/25/11,22.24583333,18.63425926
2/26/11,7.880952381,23.9583344
2/27/11,13.45,26.62037037
2/28/11,35.51304348,26.62037037
3/1/11,34.45416667,45.25462963
3/2/11,30.35416667,45.25462963
3/3/11,18.1125,50.5787037
3/4/11,19.41666667,29.28240741
3/6/11,13.6,37.26851852
3/7/11,4.383333333,39.93055556
3/9/11,43.19545455,18.63425926
3/10/11,31.14583333,58.56481481
3/11/11,35.77083333,93.1712963
3/12/11,26.6875,66.55092593
3/13/11,14.85833333,50.5787037
3/14/11,21.82083333,61.22685185
3/15/11,18.59090909,74.53703704
3/16/11,37.26,109.1435185
3/17/11,13.7875,106.4814815
3/18/11,16.20833333,63.88888889
3/19/11,22.89583333,95.833336
3/20/11,3.658333333,127.7777778
3/21/11,11.825,119.7916667
3/22/11,-2.55,135.7638889
3/23/11,40.4173913,66.55092593
3/24/11,19.01428571,63.88888889
3/25/11,5.376923077,31.94444444
3/26/11,6.831578947,23.9583344
3/27/11,29.88333333,26.62037037
3/28/11,34.29047619,39.93055556
3/29/11,24.73043478,31.94444444
3/30/11,22.76086957,42.59259259
3/31/11,9.32173913,55.90278044
4/1/11,46.33181818,87.84722222
4/2/11,16.85833333,125.1157487
4/3/11,26.30416667,133.1018519
4/4/11,31.91666667,87.84722222
4/5/11,25.34583333,138.4259339
4/6/11,17.97916667,114.4675926
4/7/11,20.31666667,87.84722222
4/8/11,24.275,111.8055635
4/9/11,22.86666667,157.0601852
4/10/11,19.25833333,162.3842593
4/11/11,32.49583333,138.4259339
4/12/11,23.64166667,143.75
4/13/11,19.4625,125.1157487
4/14/11,46.9,119.7916667
4/15/11,41.52,29.28240741
4/16/11,78.10416667,117.1296296
4/17/11,43.70666667,87.84722222
4/18/11,29.87272727,79.86111111
4/19/11,40.35333333,39.93055556
4/20/11,47.9,87.84722222
4/21/11,18.52916667,63.88888889
4/22/11,26.75,101.1574074
4/23/11,25.29583333,95.833336
4/24/11,15.12105263,55.90278044
4/25/11,5.783333333,61.22685185
4/26/11,53.4,69.21296562
4/27/11,44.03333333,98.49537037
4/28/11,38.7875,146.412037
4/29/11,41.58695652,183.6805556
4/30/11,92.99583333,119.7916667
5/1/11,33.55833333,119.7916667
5/2/11,30.90869565,114.4675926
5/3/11,18.64347826,98.49537037
5/4/11,28.30434783,125.1157487
5/5/11,50.24347826,119.7916667
5/6/11,23.225,175.6944444
5/7/11,26.27916667,157.0601852
5/8/11,14.53333333,196.9907407
5/9/11,11.68,220.9490741
5/10/11,28.44285714,220.9490741
5/11/11,50.57333333,149.0740741
5/12/11,20.23333333,138.4259339
5/13/11,78.85217391,74.53703704
5/14/11,53.52916667,74.53703704
5/15/11,39.90769231,95.833336
5/16/11,66.1,125.1157487
5/17/11,37,133.1018519
5/18/11,22.79090909,125.1157487
5/19/11,60.7,109.1435185
5/20/11,49.38,117.1296296
5/21/11,50.375,159.7222222
5/22/11,29.41666667,143.75
5/23/11,33.35263158,154.3981481
5/24/11,24.32,117.1296296
5/25/11,56.3,47.91666933
5/26/11,100.3421053,127.7777778
5/27/11,26.90555556,87.84722222
5/28/11,0.425,87.84722222
5/30/11,57.45,212.962963
5/31/11,102.9933333,186.3425926
6/1/11,52.1375,181.0185185
6/2/11,43.7125,204.9768598
6/3/11,47.50833333,239.5833333
6/4/11,44.65652174,167.7083333
6/5/11,37.44166667,207.6388889
6/6/11,50.8,247.5694444
6/7/11,56.82083333,284.837963
6/8/11,57.66818182,196.9907407
6/9/11,26.2047619,159.7222222
6/10/11,24.19090909,127.7777778
6/11/11,79.03,146.412037
6/12/11,42.09166667,157.0601852
6/13/11,19.34782609,186.3425926
6/14/11,23.335,167.7083333
6/15/11,89.5,191.6666747
6/16/11,54.96,212.962963
6/17/11,55.91904762,194.3287037
6/18/11,126.8684211,157.0601852
6/19/11,99.97391304,173.0324074
6/20/11,159.3705882,215.625
6/21/11,70.6,87.84722222
6/22/11,74.95652174,109.1435185
6/23/11,89.2,165.0463043
6/24/11,83.17368421,162.3842593
6/25/11,15.7,157.0601852
6/27/11,180.925,143.75
6/28/11,112.9625,159.7222222
6/29/11,106.7083333,212.962963
6/30/11,145.9416667,266.2037037
7/1/11,143.0708333,271.5277778
7/2/11,109.2391304,194.3287037
7/3/11,140.9,154.3981481
7/4/11,180.65,175.6944444
7/5/11,75.55,159.7222222
7/6/11,139.1208333,143.75
7/7/11,199.5,138.4259339
7/8/11,134.5181818,178.3564895
7/9/11,138.4375,194.3287037
7/10/11,148.5333333,183.6805556
7/11/11,145.1434783,183.6805556
7/12/11,84.39090909,204.9768598
7/13/11,106.9826087,162.3842593
7/14/11,114.2458333,215.625
7/15/11,113.526087,263.5416933
7/16/11,158.1952381,252.8935185
7/17/11,171.7416667,274.1898148
7/18/11,172.4708333,274.1898148
7/19/11,180.1166667,290.1620637
7/20/11,177.8708333,335.4166667
7/21/11,147.15,175.6944444
7/22/11,145.2958333,212.962963
7/23/11,81.97826087,276.8518785
7/24/11,135.3166667,234.2592593
7/25/11,166.5869565,199.6527778
7/26/11,176.3652174,234.2592593
7/27/11,175.15,228.9351852
7/28/11,126.8714286,138.4259339
7/29/11,36.35789474,162.3842593
7/30/11,139.2791667,181.0185185
7/31/11,155.0869565,215.625
8/1/11,182.6458333,255.5555556
8/2/11,140.8772727,220.9490741
8/3/11,152.1458333,189.0046296
8/4/11,105.1571429,143.75
8/5/11,61.71,125.1157487
8/6/11,162.6304348,151.7361191
8/7/11,151.3956522,154.3981481
8/8/11,199.5227273,141.087963
8/9/11,133.8045455,157.0601852
8/10/11,154.9272727,130.4398148
8/11/11,149.8869565,154.3981481
8/12/11,165.75,114.4675926
8/13/11,142.3478261,135.7638889
8/14/11,121.1909091,127.7777778
8/15/11,100.8526316,133.1018519
8/16/11,43.535,135.7638889
8/17/11,137.0583333,138.4259339
8/18/11,118.052381,162.3842593
8/19/11,121.805,138.4259339
8/20/11,101.7714286,122.4537037
8/21/11,90.13636364,122.4537037
8/22/11,134.5590909,146.412037
8/23/11,116.6761905,173.0324074
8/24/11,141.073913,186.3425926
8/25/11,131.1545455,143.75
8/26/11,63.00952381,146.412037
8/29/11,101.6772727,133.1018519
8/30/11,89.46923077,117.1296296
8/31/11,102.4083333,138.4259339
9/1/11,120.8478261,215.625
9/2/11,106.84,183.6805556
9/3/11,74.81764706,79.86111111
9/4/11,100.1375,125.1157487
9/5/11,96.19047619,106.4814815
9/6/11,75.18333333,119.7916667
9/7/11,82.11578947,111.8055635
9/8/11,78.4,125.1157487
9/9/11,74.12608696,154.3981481
9/10/11,71.08695652,135.7638889
9/11/11,69.42083333,135.7638889
9/12/11,79.65454545,220.9490741
9/13/11,40.8875,138.4259339
9/14/11,71.93,61.22685185
9/15/11,43.01764706,90.50925926
9/16/11,29.53888889,50.5787037
9/17/11,16.225,82.52315081
9/18/11,76.75,61.22685185
9/19/11,88.62666667,117.1296296
9/20/11,52.45416667,146.412037
9/21/11,40.27083333,127.7777778
9/22/11,33.62857143,90.50925926
9/23/11,25.62083333,90.50925926
9/24/11,27.6375,101.1574074
9/25/11,22.16956522,87.84722222
9/26/11,27.49166667,98.49537037
9/27/11,24.34583333,125.1157487
9/28/11,25.27391304,101.1574074
9/29/11,30.26666667,146.412037
9/30/11,17.77083333,117.1296296
10/1/11,17.59583333,109.1435185
10/2/11,18.81428571,146.412037
10/3/11,23.4,162.3842593
10/4/11,14.47916667,186.3425926
10/5/11,16.25833333,173.0324074
10/6/11,14.8,189.0046296
10/7/11,15.26666667,239.5833333
10/8/11,9.525,162.3842593
10/9/11,26.22727273,117.1296296
10/10/11,63.48,90.50925926
10/11/11,29.61578947,109.1435185
10/12/11,25.31428571,95.833336
10/13/11,40.47916667,119.7916667
10/14/11,22.05416667,101.1574074
10/15/11,19.14166667,117.1296296
10/16/11,13.7625,90.50925926
10/17/11,22.435,50.5787037
10/18/11,21.55263158,71.875
10/19/11,22.93913043,63.88888889
10/20/11,17.52173913,58.56481481
10/21/11,15.80454545,74.53703704
10/22/11,22.21333333,71.875
10/23/11,41.31111111,103.8194444
10/24/11,16.77916667,109.1435185
10/25/11,15.10869565,87.84722222
10/26/11,11.76086957,63.88888889
10/27/11,11,55.90278044
10/28/11,13.32380952,79.86111111
10/29/11,13.01666667,93.1712963
10/30/11,10.91304348,87.84722222
10/31/11,10.80434783,87.84722222
11/1/11,10.85909091,71.875
11/2/11,25.61333333,50.5787037
11/3/11,28.41304348,66.55092593
11/4/11,20.25,61.22685185
11/5/11,19.4375,87.84722222
11/6/11,16.85,82.52315081
11/7/11,16.62941176,63.88888889
11/8/11,50.56666667,37.26851852
11/9/11,33.825,63.88888889
11/10/11,19.17916667,53.24074074
11/11/11,13.1,63.88888889
11/12/11,6.166666667,47.91666933
11/13/11,23.99583333,74.53703704
11/14/11,14.50869565,74.53703704
11/15/11,13.80833333,66.55092593
11/16/11,11.8,42.59259259
11/17/11,13.51666667,55.90278044
11/18/11,8.358333333,63.88888889
11/19/11,7.625,23.9583344
11/20/11,7.258333333,31.94444444
11/21/11,5.116666667,23.9583344
11/22/11,4.210526316,23.9583344
11/23/11,9.378571429,45.25462963
11/24/11,7.791666667,71.875
11/25/11,2.831818182,45.25462963
11/26/11,22.41666667,31.94444444
11/27/11,9.875,50.5787037
11/28/11,8.826086957,34.60648414
11/29/11,7.086363636,42.59259259
11/30/11,8.104166667,53.24074074
12/1/11,5.933333333,37.26851852
12/2/11,7.904347826,39.93055556
12/3/11,9.52,18.63425926
12/4/11,1.794736842,7.986111111
12/5/11,7.04,13.31018519
12/6/11,-2.563157895,10.64814815
12/7/11,9.081818182,15.97222222
12/8/11,-1.844444444,13.31018519
12/9/11,2.158823529,5.324074074
12/10/11,0.04,18.63425926
12/11/11,-2.829166667,15.97222222
12/12/11,2.4875,18.63425926
12/13/11,6.084615385,13.31018519
12/14/11,14,18.63425926
12/15/11,28.45,23.9583344
12/16/11,11.03333333,23.9583344
12/17/11,11.83333333,31.94444444
12/18/11,4.27,39.93055556
12/19/11,20.57058824,23.9583344
12/20/11,7.85,23.9583344
12/21/11,9.226086957,29.28240741
12/22/11,28.055,21.2962963
12/23/11,11.10416667,31.94444444
12/24/11,6.654166667,39.93055556
12/25/11,5.05,42.59259259
12/26/11,8.15,42.59259259
12/27/11,7.725,37.26851852
12/28/11,6.254166667,34.60648414
12/29/11,1.227272727,47.91666933
12/30/11,12.31818182,50.5787037
12/31/11,16.38421053,50.5787037
1/1/12,29.08695652,63.88888889
1/2/12,9.570833333,53.24074074
1/3/12,8.030434783,50.5787037
1/4/12,5.904166667,55.90278044
1/5/12,6.604166667,71.875
1/6/12,6.708333333,63.88888889
1/7/12,4.982608696,42.59259259
1/8/12,4.170833333,29.28240741
1/9/12,6.240909091,47.91666933
1/10/12,5.195833333,55.90278044
1/11/12,11.29130435,31.94444444
1/12/12,10.76521739,39.93055556
1/13/12,7.2125,31.94444444
1/14/12,4.220833333,42.59259259
1/15/12,5.7875,61.22685185
1/16/12,6.886956522,26.62037037
1/17/12,12.78181818,15.97222222
1/18/12,7.575,29.28240741
1/19/12,6.55,15.97222222
1/20/12,4.5625,15.97222222
1/21/12,3.7375,23.9583344
1/22/12,1.308695652,34.60648414
1/23/12,15.74090909,42.59259259
1/24/12,21.64285714,26.62037037
1/25/12,4.811111111,23.9583344
1/26/12,30.28571429,37.26851852
1/27/12,8.4375,45.25462963
1/28/12,10.0125,66.55092593
1/29/12,3.283333333,47.91666933
1/30/12,6.004166667,90.50925926
1/31/12,3.454166667,71.875
2/1/12,2.827272727,50.5787037
2/2/12,2.566666667,50.5787037
2/3/12,12.775,31.94444444
2/6/12,1.381818182,21.2962963
2/7/12,9.979166667,18.63425926
2/8/12,4.5875,13.31018519
2/9/12,5.379166667,21.2962963
2/10/12,16.82083333,13.31018519
2/11/12,2.7875,15.97222222
2/12/12,19.26666667,23.9583344
2/13/12,-2.6,23.9583344
2/14/12,1.942857143,23.9583344
2/15/12,2.021428571,23.9583344
2/16/12,20.525,34.60648414
2/17/12,9.795833333,31.94444444
2/18/12,10.53333333,21.2962963
2/19/12,16.02916667,26.62037037
2/20/12,21.18,26.62037037
2/21/12,29.3625,23.9583344
2/22/12,26.96363636,31.94444444
2/23/12,19.16,26.62037037
2/24/12,35.79130435,42.59259259
2/25/12,31.47916667,39.93055556
2/26/12,31.28333333,74.53703704
2/27/12,19.6375,39.93055556
2/28/12,23.5,50.5787037
2/29/12,40.61428571,42.59259259
3/1/12,55.64,50.5787037
3/2/12,27.91666667,58.56481481
3/3/12,21.33043478,58.56481481
3/4/12,20.00416667,61.22685185
3/5/12,19.71666667,71.875
3/6/12,16.83333333,119.7916667
3/7/12,16.03478261,47.91666933
3/8/12,16.68695652,71.875
3/9/12,12.88695652,87.84722222
3/10/12,17.45416667,127.7777778
3/11/12,15.43636364,53.24074074
3/12/12,52.24210526,103.8194444
3/13/12,34.39166667,130.4398148
3/14/12,30.04090909,106.4814815
3/15/12,1.177272727,103.8194444
3/16/12,4.619047619,122.4537037
3/17/12,5.7375,146.412037
3/18/12,7.045833333,154.3981481
3/19/12,8.826315789,98.49537037
3/20/12,3.14,37.26851852
3/21/12,36.44166667,63.88888889
3/22/12,66.9,93.1712963
3/23/12,38.025,90.50925926
3/24/12,34.26190476,93.1712963
3/25/12,16.81304348,106.4814815
3/26/12,23.74166667,157.0601852
3/27/12,29.00833333,173.0324074
3/28/12,21.825,127.7777778
3/29/12,3.9875,151.7361191
3/30/12,36.06315789,90.50925926
3/31/12,39.76666667,165.0463043
4/1/12,16.27692308,181.0185185
4/2/12,35.22857143,167.7083333
4/3/12,18.78695652,101.1574074
4/4/12,10.49130435,122.4537037
4/5/12,37.92380952,117.1296296
4/6/12,19.5625,117.1296296
4/7/12,42.56521739,122.4537037
4/8/12,19.69583333,146.412037
4/9/12,15.7375,122.4537037
4/10/12,14.34782609,106.4814815
4/11/12,11.32083333,93.1712963
4/12/12,34.36666667,77.19907407
4/13/12,63.48695652,175.6944444
4/14/12,-3.936363636,106.4814815
4/15/12,110.3666667,98.49537037
4/16/12,44.60416667,109.1435185
4/17/12,49.82857143,138.4259339
4/18/12,36.72105263,133.1018519
4/19/12,26.935,98.49537037
4/20/12,59.3625,111.8055635
4/21/12,40.125,133.1018519
4/22/12,27.775,122.4537037
4/23/12,11.89565217,117.1296296
4/24/12,22.3625,173.0324074
4/25/12,23.65416667,196.9907407
4/26/12,23.10434783,151.7361191
4/27/12,43.85789474,119.7916667
4/28/12,49.50869565,117.1296296
4/29/12,15.69230769,63.88888889
4/30/12,65.58333333,117.1296296
5/1/12,41.61304348,170.3703704
5/2/12,63.08695652,151.7361191
5/3/12,85.34,146.412037
5/4/12,41.49565217,162.3842593
5/5/12,42.99583333,178.3564895
5/6/12,108.9526316,106.4814815
5/7/12,90.2173913,133.1018519
5/8/12,55.74166667,138.4259339
5/9/12,30.66666667,114.4675926
5/10/12,33.675,170.3703704
5/11/12,31.2625,146.412037
5/12/12,24.9625,117.1296296
5/13/12,18.55416667,111.8055635
5/14/12,23.12083333,151.7361191
5/15/12,31.41666667,189.0046296
5/16/12,23.225,157.0601852
5/17/12,16.79166667,231.5972222
5/18/12,15.30833333,244.9074074
5/19/12,16.04736842,181.0185185
5/20/12,100.9304348,122.4537037
5/21/12,46.575,138.4259339
5/22/12,36.975,212.962963
5/23/12,33.5047619,255.5555556
5/24/12,78.78181818,109.1435185
5/25/12,62.74545455,117.1296296
5/26/12,40.45833333,220.9490741
5/27/12,44.74545455,252.8935185
5/28/12,161.8588235,207.6388889
5/29/12,65.89583333,167.7083333
5/30/12,34.91428571,133.1018519
5/31/12,70.595,79.86111111
6/1/12,57.15,101.1574074
6/2/12,48.99130435,173.0324074
6/3/12,36.17916667,186.3425926
6/4/12,44.23333333,204.9768598
6/5/12,40.42173913,178.3564895
6/6/12,41.06666667,202.3148148
6/7/12,35.40416667,191.6666747
6/8/12,44.975,228.9351852
6/9/12,44.27916667,274.1898148
6/10/12,34.07272727,282.1759259
6/11/12,95.82105263,186.3425926
6/12/12,38.93333333,167.7083333
6/13/12,47.54583333,250.2315081
6/14/12,43.575,287.5
6/15/12,51.95384615,122.4537037
6/16/12,73.02608696,127.7777778
6/17/12,123.2833333,204.9768598
6/18/12,107.2086957,268.8657407
6/19/12,99.74166667,252.8935185
6/20/12,53.01875,165.0463043
6/21/12,147.8458333,175.6944444
6/22/12,138.3363636,186.3425926
6/23/12,166.7176471,231.5972222
6/24/12,20.5125,204.9768598
6/25/12,126.7352941,220.9490741
6/26/12,116.8958333,287.5
6/27/12,127.3416667,372.6851852
6/28/12,86.99583333,236.9213229
6/29/12,109.6380952,210.3009259
6/30/12,100.1458333,228.9351852
7/1/12,98.16086957,247.5694444
7/2/12,120.1666667,282.1759259
7/3/12,111.2625,290.1620637
7/4/12,132.5375,306.1342593
7/5/12,137.8583333,282.1759259
7/6/12,120.3208333,287.5
7/7/12,86.72916667,252.8935185
7/8/12,108.9541667,223.6111377
7/9/12,137.6166667,207.6388889
7/10/12,127.2083333,210.3009259
7/12/12,123.1791667,204.9768598
7/18/12,128.4956522,250.2315081
7/19/12,147.2125,231.5972222
7/20/12,140.6625,228.9351852
7/21/12,138.2833333,276.8518785
7/22/12,133.1041667,303.4722488
7/23/12,147.2777778,300.8101852
7/24/12,157.25,279.5138889
7/25/12,160.155,298.1481481
7/26/12,167.852381,223.6111377
7/27/12,110.3652174,215.625
7/28/12,125.9041667,231.5972222
7/29/12,5.95,244.9074074
7/30/12,151.7294118,125.1157487
7/31/12,120.1913043,183.6805556
8/1/12,141.9782609,220.9490741
8/2/12,145.6227273,183.6805556
8/3/12,27.72173913,189.0046296
8/4/12,2.754166667,175.6944444
8/5/12,6.363636364,162.3842593
8/6/12,116.2,218.287037
8/7/12,151.7041667,212.962963
8/8/12,125.7333333,181.0185185
8/9/12,114.075,199.6527778
8/10/12,98.60833333,149.0740741
8/11/12,112.0333333,138.4259339
8/12/12,101.375,191.6666747
8/13/12,85.46521739,149.0740741
8/14/12,98.50833333,170.3703704
8/15/12,117.6125,226.2731481
8/16/12,102.4041667,133.1018519
8/17/12,97.86666667,135.7638889
8/18/12,65.20416667,98.49537037
8/19/12,147.4526316,133.1018519
8/20/12,116.15,127.7777778
8/21/12,113.773913,157.0601852
8/22/12,112.8,226.2731481
8/23/12,113.8708333,226.2731481
8/24/12,57.04545455,175.6944444
8/25/12,32.71363636,85.18518519
8/26/12,60.2,125.1157487
8/27/12,122.4,151.7361191
8/28/12,138.0173913,191.6666747
8/29/12,139.9782609,244.9074074
8/30/12,148.5125,250.2315081
8/31/12,137.3608696,191.6666747
9/1/12,112.3695652,175.6944444
9/2/12,113.775,191.6666747
9/3/12,59.95416667,146.412037
9/4/12,121.5375,167.7083333
9/5/12,88.4125,189.0046296
9/6/12,83.10416667,199.6527778
9/7/12,59.9173913,90.50925926
9/8/12,64.05416667,183.6805556
9/9/12,57.12916667,135.7638889
9/10/12,69.3375,202.3148148
9/11/12,76.47083333,258.2175926
9/12/12,59.54,157.0601852
9/13/12,54,98.49537037
9/14/12,60.24210526,122.4537037
9/15/12,37.1,127.7777778
9/16/12,20.47368421,122.4537037
9/17/12,42.35625,66.55092593
9/18/12,27.28333333,103.8194444
9/19/12,28.26666667,178.3564895
9/20/12,22.6625,135.7638889
9/21/12,20.70416667,149.0740741
9/22/12,18.09166667,111.8055635
9/23/12,13.22083333,85.18518519
9/24/12,7.016666667,135.7638889
9/25/12,12.05416667,111.8055635
9/26/12,11.53333333,130.4398148
9/27/12,10.3875,117.1296296
9/28/12,3.943478261,114.4675926
9/29/12,11.73333333,95.833336
9/30/12,10.975,85.18518519
10/1/12,-0.320833333,138.4259339
10/2/12,11.37916667,119.7916667
10/3/12,11.19166667,167.7083333
10/4/12,42.75,95.833336
10/5/12,12.76875,71.875
10/6/12,4.04,69.21296562
10/7/12,6.5875,77.19907407
10/8/12,10.72916667,135.7638889
10/9/12,5.725,82.52315081
10/10/12,6.634782609,101.1574074
10/11/12,8.452173913,98.49537037
10/12/12,5.675,93.1712963
10/13/12,33.92,119.7916667
10/14/12,48.75652174,87.84722222
10/15/12,26.23913043,106.4814815
10/16/12,17.03333333,109.1435185
10/17/12,35.95416667,95.833336
10/18/12,50.60952381,111.8055635
10/19/12,49.52631579,79.86111111
10/20/12,37.6,71.875
10/21/12,8.804166667,98.49537037
10/22/12,19.73684211,74.53703704
10/23/12,11.02857143,87.84722222
10/24/12,29.5,58.56481481
10/25/12,89.15555556,34.60648414
10/26/12,22.90434783,37.26851852
10/27/12,17.2125,34.60648414
10/28/12,21.00833333,53.24074074
10/29/12,19.42916667,79.86111111
10/30/12,10.98333333,53.24074074
10/31/12,9.029166667,45.25462963
11/1/12,9.660869565,55.90278044
11/2/12,12.275,47.91666933
11/3/12,8.708695652,45.25462963
11/4/12,23.31818182,58.56481481
11/5/12,18.24782609,34.60648414
11/6/12,29.02916667,66.55092593
11/7/12,10.7625,53.24074074
11/8/12,10.8125,71.875
11/9/12,3.466666667,53.24074074
11/10/12,10.73333333,85.18518519
11/11/12,43.17083333,71.875
11/12/12,19.37083333,47.91666933
11/13/12,11.8826087,58.56481481
11/14/12,11.35416667,58.56481481
11/15/12,9.379166667,55.90278044
11/16/12,8.0125,42.59259259
11/17/12,13.425,69.21296562
11/18/12,12.44166667,82.52315081
11/19/12,8.5875,58.56481481
11/20/12,10.4625,45.25462963
11/21/12,8.583333333,85.18518519
11/22/12,0.933333333,61.22685185
11/23/12,9.8875,47.91666933
11/24/12,8.6875,45.25462963
11/25/12,4.258333333,34.60648414
11/26/12,17.66363636,18.63425926
11/27/12,10.85,37.26851852
11/28/12,-5.183333333,34.60648414
11/29/12,8.208695652,34.60648414
11/30/12,4.1875,34.60648414
12/1/12,-7.225,45.25462963
12/2/12,7.628571429,42.59259259
12/3/12,7.015789474,61.22685185
12/4/12,4.526086957,58.56481481
12/5/12,9.959090909,69.21296562
12/6/12,9.875,77.19907407
12/7/12,5.133333333,45.25462963
12/8/12,4.966666667,29.28240741
12/9/12,11.7875,18.63425926
12/10/12,4.870833333,39.93055556
12/11/12,3.679166667,47.91666933
12/12/12,8.233333333,71.875
12/13/12,2.75,53.24074074
12/14/12,10.02083333,42.59259259
12/15/12,14.22666667,18.63425926
12/16/12,16.83333333,23.9583344
12/17/12,7.235,18.63425926
12/18/12,13.48636364,37.26851852
12/19/12,2.027272727,31.94444444
12/26/12,0.28,13.31018519
12/27/12,5.833333333,13.31018519
12/28/12,3.347058824,10.64814815
12/29/12,14.81818182,10.64814815
12/30/12,7.558823529,18.63425926
12/31/12,4.630434783,10.64814815